"Story","Title","Result","Date","Stability","Duration (s)"
"Crear un nuevo usuario en el sistema","Crear un nuevo usuario exitosamente","SUCCESS","2025-12-09T19:42:45.7167595-05:00[America/Bogota]","0.0","46.92"
