"Story","Title","Result","Date","Stability","Duration (s)"
"Crear un nuevo usuario en el sistema","Crear un nuevo usuario exitosamente","SUCCESS","2025-11-11T19:19:07.2474289-05:00[America/Bogota]","0.0","45.08"
